Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
ESQUISSE DE PAYSAGE À CAGNES,324500,250000,350000,Stamped,1914-19,Oil / Canvas,384,Sotheby's New York,"05/17/2017
                ",sold,39.07,28.91
"ÉTUDES, FEMME AU JARDIN",0,60000,80000,Signed Initials,1890,Watercolor and pencil  with pen and ink / Paper,391,Sotheby's New York,"05/17/2017
                ",sold,46.05,30.81
ROSES,150000,120000,180000,Stamped,1919,Oil / Canvas,399,Sotheby's New York,"05/17/2017
                ",sold,20.96,26.04
ÉTUDES: TÊTES ET MAISONS,0,70000,90000,Unavailable,1907,Oil / Canvas,400,Sotheby's New York,"05/17/2017
                ",sold,20.96,13.97
FEMME EN CHAPEAU,200000,100000,150000,Stamped,1906,Oil / Canvas,401,Sotheby's New York,"05/17/2017
                ",sold,17.15,17.15
Buste de femme nue,235500,120000,180000,Signed,1900,Oil / Canvas,366,"Christie's New York, Rockefeller Center","05/16/2017
                ",sold,24.13,29.21
Saule au bord d'une mare,150000,80000,120000,Signed Lower Left,1874,Oil / Canvas,368,"Christie's New York, Rockefeller Center","05/16/2017
                ",sold,30.48,24.13
Paysage à Cagnes,295500,250000,350000,Signed Lower Left,1910,Oil / Canvas,380,"Christie's New York, Rockefeller Center","05/16/2017
                ",sold,38.1,32.08
La tasse de thé ou Le jardin,4279500,3000000,5000000,Signed Lower Left,1906-07,Oil / Canvas,14A,"Christie's New York, Rockefeller Center","05/15/2017
                ",sold,65.1,80.98
Femme lisant,1327500,1200000,1800000,Signed,1891,Oil / Canvas,23A,"Christie's New York, Rockefeller Center","05/15/2017
                ",sold,34.29,42.24
"Femme relevant sa jupe, La Parisienne",0,700000,1000000,Signed Lower Left,1877,Oil / Canvas,52A,"Christie's New York, Rockefeller Center","05/15/2017
                ",sold,23.19,69.22
untitled,58970,10630,21250,Unavailable,nogiven,Oil / Canvas,333,The Bru Sale Gallery,"05/03/2017
                ",sold,13.5,17.9
untitled,14880,10630,21250,Unavailable,nogiven,Oil / Canvas,334,The Bru Sale Gallery,"05/03/2017
                ",sold,9.5,11.5
VIEW FROM THE WINDOW ON CITY AND PORT,206140,170020,191270,Stamped,1893,Oil / Canvas,3,Hampel Fine Art Auctions,"04/29/2017
                ",sold,29.0,23.0
Paysage de Cagnes,164640,53130,74380,Stamped,1905,Oil / Canvas,78,Binoche et Giquello,"04/21/2017
                ",sold,31.5,25.0
La route de campagne.,149950,85010,127510,Signed Lower Right,nogiven,Oil / Canvas,33,Blanchet & Associes,"04/19/2017
                ",sold,25.0,18.0
Sucrier,42700,42700,64040,Signed Lower Left,nogiven,Oil / Canvas,30,Auxerre Encheres,"04/02/2017
                ",sold,14.0,12.0
Paysage,130760,32020,53370,Stamped,1913,Oil / Canvas,302,Christie's Paris,"03/24/2017
                ",sold,35.2,22.2
Vue du Sacré-Cœur,98730,64040,85390,Signed Lower Right,1905,Oil / Canvas,356,Christie's Paris,"03/24/2017
                ",sold,21.0,20.5
"""Étude de tête espagnol, c. 1900”",0,40000,60000,By Estate,nogiven,Oil / Canvas on board,38,Butterscotch Auction Gallery,"03/19/2017
                ",sold,63.25,19.05
Etude de femme avec chapeau - fragment,234900,217500,261000,Unavailable,nogiven,Oil / Canvas,319,Mainichi Auction Inc.,"03/11/2017
                ",sold,18.8,23.8
Baigneuse,415830,189970,232190,Signed Lower Right,1885,Oil / Canvas,106,Beaussant Lefevre,"03/08/2017
                ",sold,27.0,33.0
Sur la route du village,37990,26390,31660,Unavailable,nogiven,Oil / Canvas,107,Beaussant Lefevre,"03/08/2017
                ",sold,24.0,19.0
Paysage,22160,12660,15830,Unavailable,nogiven,Oil / Canvas,108,Beaussant Lefevre,"03/08/2017
                ",sold,17.0,13.0
Jeune femme en buste,226810,183900,245200,Signed,1900,Oil / Canvas,22,Bonhams Bond Street,"03/02/2017
                ",sold,11.7,17.7
La partie de tennis,197390,85820,122600,Signed Lower Right,1895,Oil / Canvas,40,Bonhams Bond Street,"03/02/2017
                ",sold,35.1,19.4
PAYSAGE AU BÉAL,0,220680,269720,Stamped,1904,Oil / Canvas,119,"Sotheby's London, New Bond Street","03/02/2017
                ",sold,33.6,23.0
MAISON DANS UN PAYSAGE,334390,183900,245200,Signed Lower Left,1910,Oil / Canvas,339,"Sotheby's London, New Bond Street","03/02/2017
                ",sold,40.5,30.0
FEMME À LA ROSE,229880,147120,220680,Stamped,1917-19,Oil / Canvas,377,"Sotheby's London, New Bond Street","03/02/2017
                ",sold,30.4,30.2
Le lac,108250,98970,148450,Unavailable,1890,Watercolor / Paper,221,"Christie's London, King Street","03/01/2017
                ",sold,28.0,23.5
Coco écrivant,629680,222680,309280,Signed,1907,Oil / Canvas,404,"Christie's London, King Street","03/01/2017
                ",sold,28.3,20.1
Vue de la Poste à Cagnes,703910,247420,371130,Signed Lower Left,1907,Oil / Canvas,408,"Christie's London, King Street","03/01/2017
                ",sold,38.1,21.2
Deux études de fleurs dans des vases,0,222680,309280,Signed Lower Right,nogiven,Oil / Canvas,424,"Christie's London, King Street","03/01/2017
                ",sold,31.0,50.5
"Etude pour Oedipe, La Tragédienne",54120,49480,74230,Signed Initials,1895,Oil / Canvas,508,"Christie's London, King Street","03/01/2017
                ",sold,18.2,21.0
Scène d'Oedipe ,146910,74230,98970,Signed Lower Left,1895,Oil / Canvas,509,"Christie's London, King Street","03/01/2017
                ",sold,36.0,43.2
Paysage,46390,37110,61860,Stamped,1910-14,Oil / Canvas,511,"Christie's London, King Street","03/01/2017
                ",sold,26.1,14.7
Rue à Villeneuve-les-Avignon,332780,185570,309280,Signed Lower Right,1905,Oil / Canvas,524,"Christie's London, King Street","03/01/2017
                ",sold,33.1,21.7
Femme au chapeau,1502270,872690,1246700,Signed Lower Right,1881,Oil / Canvas,4,"Christie's London, King Street","02/28/2017
                ",sold,36.0,47.0
Canotage à Bougival,5232400,4612790,5859490,Signed Lower Right,188,Oil / Canvas,23,"Christie's London, King Street","02/28/2017
                ",sold,65.0,54.0
Jeune femme arrangeant sa chemise ,3696470,3116750,4986800,Signed Lower Right,1905,Oil / Canvas,24,"Christie's London, King Street","02/28/2017
                ",sold,54.4,65.0
child or children head to the sailor,145850,63880,85170,Signed,nogiven,Oil / Canvas,2,Hotel Des Ventes De Monte-Carlo,"12/14/2016
                ",sold,16.0,24.5
child or Head girl in red veil,34070,53230,74520,Signed Lower Left,nogiven,Oil / Canvas,3,Hotel Des Ventes De Monte-Carlo,"12/14/2016
                ",sold,15.5,11.5
"NU S'ESSUYANT, CIRCA 1900",100030,31940,42580,Signed Monogram,1900,Pastel  on vellum,44,Cornette De Saint Cyr,"12/10/2016
                ",sold,44.0,55.0
"Paysage de Cagnes, circa 1905",99810,74520,85170,Signed Initials,1905,Oil / Canvas,191,Tessier-Sarrou (form. Neret-Minet),"12/07/2016
                ",sold,27.0,20.0
"Esquisse, port et ville, vue d'une fenêtre - 1893",0,191630,266150,Stamped,1893,Oil / Canvas,12,Artcurial,"12/06/2016
                ",sold,29.0,23.0
"Pré, arbres et femmes",261510,217510,276840,Stamped,1899,Oil / Canvas,3204,"Galerie Koller, AG, Zurich","12/02/2016
                ",sold,41.0,23.0
Etudes de nu. 1915,47950,39550,59320,Signed Monogram,1915,Oil / Canvas,3208,"Galerie Koller, AG, Zurich","12/02/2016
                ",sold,10.7,16.7
"""""La vallée de la Seine, vue de Louveciennes""""",239360,159570,212760,Signed Lower Left,1889,Oil / Canvas,205,Grisebach,"11/30/2016-12/03/2016
                ",sold,40.0,32.0
ESQUISSE DE PAYSAGE,0,140000,160000,Stamped,nogiven,Oil / Canvas,64,Garth's Auctioneers & Appraisers,"11/25/2016
                ",sold,26.04,14.61
"""Paysage à Magagnosc, près de Grasse - 1901""",68630,65360,87150,Signed Lower Right,1901,Oil / Canvas,55,Hotel des Ventes Nice Riviéra,"11/19/2016
                ",sold,17.0,11.5
Mandarines et tasse,319500,150000,250000,Signed Lower Right,1910,Oil / Canvas,1229,"Christie's New York, Rockefeller Center","11/17/2016
                ",sold,33.99,20.02
"Nature morte aux pommes, mandarines et citron",427500,400000,600000,Signed Lower Right,1911,Oil / Canvas,1302,"Christie's New York, Rockefeller Center","11/17/2016
                ",sold,36.2,23.19
Grenades et figues,247500,150000,200000,Signed Lower Left,1915,Oil / Canvas,1316,"Christie's New York, Rockefeller Center","11/17/2016
                ",sold,38.74,21.59
PORTRAIT DE CLAUDE TERRASSE,636500,300000,400000,Signed,1895,Oil / Canvas,118,Sotheby's New York,"11/15/2016
                ",sold,33.66,41.61
POMMES ET SUCRIER,187500,150000,250000,Signed Lower Right,1905,Oil / Canvas,119,Sotheby's New York,"11/15/2016
                ",sold,27.64,19.05
LES MAISONS ROUGES—PAYSAGE DE CAGNES,162500,100000,150000,Signed Monogram,1905,Oil / Canvas,120,Sotheby's New York,"11/15/2016
                ",sold,24.77,16.51
"TASSE DE THÉ, CUILLER ET CITRON",275000,180000,250000,Signed Lower Right,1909,Oil / Canvas,401,Sotheby's New York,"11/15/2016
                ",sold,32.72,22.23
DEUX ROSES,100000,60000,80000,Signed,1919,Oil / Canvas,402,Sotheby's New York,"11/15/2016
                ",sold,22.23,12.07
FLEURS,0,150000,250000,Stamped,1915,Oil / Canvas,403,Sotheby's New York,"11/15/2016
                ",sold,21.59,22.56
PAYSAGE DU MIDI OU ESQUISSE DE PAYSAGE,212500,150000,250000,Stamped,1908-10,Oil / Canvas,404,Sotheby's New York,"11/15/2016
                ",sold,40.97,25.1
Étude de tête espagnol,0,50000,70000,Signed Lower Left,1900,Oil / Canvas on board,38,Butterscotch Auction Gallery,"11/06/2016
                ",sold,14.99,19.05
"Poissons, circa 1912",0,89620,134440,Signed Lower Right,1912,Oil / Canvas,22,Claude Aguttes,"10/24/2016
                ",sold,33.0,28.5
Maison dans un paysage,70850,22410,33610,Signed Lower Left,nogiven,Oil / Canvas,252,Jakobowicz & Associés (Hotel des Ventes de Melun),"10/06/2016
                ",sold,32.0,22.0
Paysage bleu,0,10000,15000,Stamped,1900,Watercolor  on cream laid paper,64,Swann Galleries,"09/22/2016
                ",sold,31.75,21.59
Poissons,not communicated,109750,164630,Signed Lower Right,nogiven,Oil / Canvas,7,Claude Aguttes,"07/23/2016
                ",sold,33.0,28.5
La partie de croquet . Circa 1895,740320,454190,555120,Stamped,1895,Oil / Canvas,3213,"Galerie Koller, AG, Zurich","06/24/2016
                ",sold,55.5,46.5
Paysage au bord de la mer. Circa 1905,327520,282600,353260,Signed Lower Right,1905,Oil / Canvas,3215,"Galerie Koller, AG, Zurich","06/24/2016
                ",sold,40.5,32.5
"Baigneuse assise, de dos. 1917",170070,121120,181670,Stamped,1917,Oil / Canvas,3235,"Galerie Koller, AG, Zurich","06/24/2016
                ",sold,27.0,30.0
"""Les Baigneuses au crabe, I""",25000,20000,30000,Signed Lower Right,1897-1900,Pastel / Paper,68071,Heritage Auctions,"06/24/2016
                ",sold,69.85,53.34
Paysage bord de mer,405890,218610,291480,Stamped,1912,Oil / Canvas,31,Bonhams Bond Street,"06/23/2016
                ",sold,28.2,19.4
Fleurs,143550,116590,174890,Stamped,1905,Oil / Canvas,289,"Christie's London, King Street","06/23/2016
                ",sold,34.2,17.3
"Paysage avec personnages, les lavandières",108580,87440,116590,Signed Lower Right,nogiven,Oil / Canvas,292,"Christie's London, King Street","06/23/2016
                ",sold,22.0,14.0
Tête de jeune fille de profil,72870,58300,87440,Signed Initials,nogiven,Oil / Canvas,301,"Christie's London, King Street","06/23/2016
                ",sold,15.0,18.0
Vue de Bretagne,0,116590,174890,Signed Lower Right,1885,Oil / Canvas,313,"Christie's London, King Street","06/23/2016
                ",sold,29.0,17.0
Rochers de l'Estaque,1577640,437220,728700,Signed and Dated,1882,Oil / Canvas,1,"Christie's London, King Street","06/22/2016
                ",sold,40.3,32.3
Gabrielle reprisant,0,2186100,2914800,Signed,1908,Oil / Canvas,19,"Christie's London, King Street","06/22/2016
                ",sold,54.3,65.0
LA ROUTE ENTRE LES ARBRES - RECTO ETUDE DE FLEURS - VERSO,40080,36440,51010,Unavailable,1889-95,Watercolor / Paper,177,"Sotheby's London, New Bond Street","06/22/2016
                ",sold,26.0,24.9
ANÉMONES DANS UN VASE,0,335200,437220,Unavailable,1915,Oil / Canvas,357,"Sotheby's London, New Bond Street","06/22/2016
                ",sold,27.4,31.2
FEMME ARRANGEANT DES FLEURS OR LA FEMME AU BOUQUET - ANDRÉE,1843610,1165920,1748880,Signed Lower Left,1917,Oil / Canvas,10,"Sotheby's London, New Bond Street","06/21/2016
                ",sold,65.5,54.0
UN JARDIN À SORRENTE,2018500,1457400,2186100,Signed,1881,Oil / Canvas,13,"Sotheby's London, New Bond Street","06/21/2016
                ",sold,82.0,67.0
SUCRIER. FRAGMENT,0,56110,78550,Signed Lower Left,nogiven,Oil / Canvas,1,Sotheby's Paris,"06/01/2016
                ",sold,21.0,13.6
PAYSAGE BLEU,663160,280530,392740,Signed Lower Right,1915,Oil / Canvas,2,Sotheby's Paris,"06/01/2016
                ",sold,45.3,30.4
Paysage avec fond de mer,181330,157090,224420,Stamped,nogiven,Oil / Canvas,411,"Dorotheum, Vienna","05/31/2016
                ",sold,38.2,22.5
Young girl in a yellow hat,123000,65000,80000,Signed Lower Right,1905-10,Oil / Canvas,22,Matsart Auctioneers & Appraisers,"05/24/2016
                ",sold,10.0,12.0
Etude pour Oedipe,93750,30000,50000,Signed,1895,Oil / Canvas,1250,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,13.34,19.05
Vue de Seyne,0,500000,700000,Signed Lower Right,nogiven,Oil / Canvas,1262,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,56.52,47.32
Tête de jeune fille,62500,40000,60000,Signed Initials,1900,Oil / Canvas,1264,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,12.07,15.57
Tête de jeune fille de profil,52500,50000,70000,Signed,1890,Oil / Canvas,1267,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,8.89,10.8
Jeune femme au chapeau à fleurs,0,500000,700000,Signed,1910,Oil / Canvas,1336,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,41.91,50.17
"Le vieux Nice, vu d’une fenêtre",173000,150000,200000,Stamped,1918,Oil / Canvas,1341,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,26.67,27.31
La marchande de pommes,2965000,1200000,1800000,Signed Lower Right,1890,Oil / Canvas,28C,"Christie's New York, Rockefeller Center","05/12/2016
                ",sold,53.98,62.23
Madame de Galéa à la méridienne,0,8000000,12000000,Signed and Dated,1912,Oil / Canvas,31C,"Christie's New York, Rockefeller Center","05/12/2016
                ",sold,162.26,114.3
Femme en bleu,0,1000000,1500000,Signed Lower Left,1909,Oil / Canvas,42C,"Christie's New York, Rockefeller Center","05/12/2016
                ",sold,35.56,42.55
La Balayeuse,1085000,1000000,1500000,Signed and Dated,1889,Oil / Canvas,50C,"Christie's New York, Rockefeller Center","05/12/2016
                ",sold,46.69,65.1
LA ROCHELLE,334000,300000,400000,Stamped,1896,Oil / Canvas,138,Sotheby's New York,"05/10/2016
                ",sold,46.99,37.47
PAYSAGE DU MIDI,940000,600000,800000,Signed Lower Right,1905,Oil / Canvas,139,Sotheby's New York,"05/10/2016
                ",sold,54.94,37.8
ÉTUDE DE NUS ET DE FLEURS,0,800000,1200000,Signed Lower Right,1915,Oil / Canvas,140,Sotheby's New York,"05/10/2016
                ",sold,64.77,54.61
FEMME EN CHEMISE BLANC,586000,600000,800000,Signed Lower Right,1909,Oil / Canvas,141,Sotheby's New York,"05/10/2016
                ",sold,33.35,40.64
FEMME AU CORSAGE ROUGE,742000,500000,700000,Signed Lower Left,1893,Oil / Canvas,142,Sotheby's New York,"05/10/2016
                ",sold,31.45,40.01
ESQUISSE DES SUJETS GRECS,27500,40000,60000,Inscribed and Signed,1895,Oil / Canvas on board,155,Sotheby's New York,"05/10/2016
                ",sold,13.97,24.46
BUSTE DE FEMME AU CHAPEAU DU PAILLE,81250,100000,150000,Signed Initials,1917,Oil / Canvas,156,Sotheby's New York,"05/10/2016
                ",sold,17.15,20.32
PORTRAIT DE JEAN RENOIR,298000,200000,300000,Signed Lower Right,1895,Pastel / Paper,371,Sotheby's New York,"05/10/2016
                ",sold,40.34,54.31
VIEUX PORT À MARSEILLE,0,250000,350000,Stamped,1890,Oil / Canvas,374,Sotheby's New York,"05/10/2016
                ",sold,40.01,30.18
FEMME AU CHAPEAU À FLEURS,430000,350000,450000,Signed,1912-15,Oil / Canvas,375,Sotheby's New York,"05/10/2016
                ",sold,31.12,39.07
GLAÏEULS DANS UN VASE,4282000,38000000,45000000,Signed Lower Right,1874-75,Oil / Canvas,38,Sotheby's New York,"05/09/2016
                ",sold,59.69,72.39
PORTRAIT DE JEAN RENOIR,0,900000,1200000,Signed,1900,Oil / Canvas,39,Sotheby's New York,"05/09/2016
                ",sold,28.91,32.39
Tête de jeune fille.,41530,41530,51910,Signed Monogram,nogiven,Oil / Canvas,27,Galerie Widmer Auktionen,"04/29/2016
                ",sold,9.5,13.0
VESTE DE TOREADOR,0,34100,56840,Unavailable,1895,Oil / Canvas,14,Artcurial,"04/05/2016
                ",sold,16.0,22.0
Paysage du Midi,0,22740,34110,Unavailable,nogiven,Oil / Canvas,8,Claude Aguttes,"04/04/2016
                ",sold,12.8,6.5
La Chapelle Notre-Dame de Protection au Haut-de-Cagnes,355980,204390,283880,Signed Lower Right,1905,Oil / Canvas,215,Christie's Paris,"03/31/2016
                ",sold,32.8,41.3
Claude Renoir peintre,574000,340650,567750,Stamped,1910,Oil / Canvas,219,Christie's Paris,"03/31/2016
                ",sold,43.5,50.3
Tasse et citron,0,227100,340650,Stamped,1918,Oil / Canvas,220,Christie's Paris,"03/31/2016
                ",sold,32.4,20.2
Fleurs,955520,681300,1021950,Signed Lower Right,1879,Oil / Canvas,222,Christie's Paris,"03/31/2016
                ",sold,41.5,36.0
Paysage,83460,68130,90840,Stamped,1906,Oil / Canvas,254,Christie's Paris,"03/31/2016
                ",sold,23.0,21.0
ODALISQUE. 1904,0,1303,1954,Signed Lower Right,1904,Pastel  and lithograph / Paper,350,Pandolfini,"03/01/2016
                ",sold,122.0,82.0
Femme nue debout,32720,29090,43630,Signed,nogiven,Oil / Canvas,36,"Christie's London, South Kensington","02/05/2016
                ",sold,16.0,21.7
PAYSAGE À L'ARBRE JAUNE,124450,87850,117130,Signed Lower Right,nogiven,Oil / Canvas,187,"Sotheby's London, New Bond Street","02/04/2016
                ",sold,36.1,28.2
LA GUITARISTE,0,175690,263540,Signed Lower Right,nogiven,Oil / Canvas,193,"Sotheby's London, New Bond Street","02/04/2016
                ",sold,32.0,35.5
