Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
FENAISON,0,400000,600000,Signed Lower Right,1901,Pastel  and conte crayon / Paper,331A,Sotheby's New York,"11/06/2015
                ",sold,61.93,46.99
"PAYSAGE À MELLERAY, FEMME DONNANT À BOIRE À DES CHEVAUX",1150000,500000,700000,Signed and Dated,1881,"Gouache  on silk laid down on artist's paper, laid down on board",9,Sotheby's New York,"11/05/2015
                ",sold,45.72,34.93
"LE JARDIN DES TUILERIES, BRUME",0,1000000,1500000,Signed and Dated,1900,Oil / Canvas,44,Sotheby's New York,"11/05/2015
                ",sold,64.77,53.98
PRAIRIES À GISORS,0,1800000,2200000,Signed and Dated,1885,Oil / Canvas,45,Sotheby's New York,"11/05/2015
                ",sold,73.03,59.69
Le pommier à Eragny,221000,200000,300000,Signed Initials,1887,Oil / Panel,111,Bonhams New York,"11/04/2015
                ",sold,20.96,15.57
"Pommiers en fleurs, Eragny, c.1900",593000,480000,600000,Signed Lower Left,1900,Oil / Cardboard,27,Matsart Auctioneers & Appraisers,"10/13/2015
                ",sold,28.0,22.0
Paysage à La Varenne-Saint-Hilaire. 1863,80310,53610,85780,Signed and Dated,1863,Oil / Panel,3203,"Galerie Koller, AG, Zurich","06/26/2015
                ",sold,25.0,19.0
ETUDE DE POMMIERS À ERAGNY,79360,31740,47610,Signed Initials,1892-93,Pastel  and pencil / Silk,381,"Sotheby's London, New Bond Street","06/25/2015
                ",sold,29.5,21.5
"RUE DES ROCHES AU VALHERMEIL, AUVERS SUR OISE",465020,396780,555490,Signed and Dated,1880,Oil / Canvas,542,"Sotheby's London, New Bond Street","06/25/2015
                ",sold,37.8,45.8
"Ladbroke Road, London",63480,15870,23810,Signed Initials,nogiven,Watercolor and pencil / Paper,101,"Christie's London, King Street","06/24/2015
                ",sold,13.0,18.9
Route à Louveciennes,156330,158710,238070,Stamped,1870,Oil / Canvas,339,"Christie's London, King Street","06/24/2015
                ",sold,30.4,43.0
La servante assise dans le jardin d'Eragny,2797260,2539360,3491620,Signed and Dated,1884,Oil / Canvas,10,"Christie's London, King Street","06/23/2015
                ",sold,73.4,59.9
Trois femmes cueillant de l'herbe,670550,634840,952260,Signed and Dated,1886,Gouache  and pencil / Silk,13,"Christie's London, King Street","06/23/2015
                ",sold,41.7,31.6
PAYSANNE TRICOTANT,0,218180,327270,Inscribed and Signed,nogiven,Gouache / Paper,29,Sotheby's Paris,"06/03/2015
                ",sold,36.0,53.5
"Travailleurs des champs, Pontoise, 1880",905000,700000,900000,Signed and Dated,1880,Gouache  and pastel / Paper on board,524,Shapiro Auctions New York,"05/16/2015
                ",sold,77.47,62.23
"Pommiers en fleurs, Eragny",377000,250000,350000,Signed Lower Left,1900,Oil / Board,1015,"Christie's New York, Rockefeller Center","05/15/2015
                ",sold,28.0,22.0
"La route de Versailles, Marly-le-Roi",112500,200000,300000,Signed and Dated,1870,Oil / Paper,1025,"Christie's New York, Rockefeller Center","05/15/2015
                ",sold,28.3,20.3
Mendiantes,40000,15000,20000,Signed Lower Left,nogiven,Watercolor and pencil / Paper,1121,"Christie's New York, Rockefeller Center","05/15/2015
                ",sold,25.7,20.3
Les Glaneuses,137000,80000,120000,Stamped,1889,"Watercolor and gouache  , pen, ink, and charcoal / Board",1136,"Christie's New York, Rockefeller Center","05/15/2015
                ",sold,39.7,48.1
Paysage à Pontoise,905000,400000,600000,Signed Lower Right,1879,Oil / Canvas,1303,"Christie's New York, Rockefeller Center","05/15/2015
                ",sold,33.02,40.97
"Saint Anne's Church à Kew, Londres",3637000,2000000,3000000,Signed and Dated,1892,Oil / Canvas,28C,"Christie's New York, Rockefeller Center","05/14/2015-05/15/2015
                ",sold,46.05,54.61
Pea rower Study,17960,11260,13510,Signed Monogram,1890,Pastel  and pencil / Paper,143,"Tajan, Paris","05/13/2015
                ",sold,24.0,32.0
"PAYSAGE À ERAGNY, TEMPS CLAIR",0,70000,90000,Signed and Dated,1890,Watercolor and pencil / Paper,136,Sotheby's New York,"05/06/2015
                ",sold,29.21,22.56
LA BERGÈRE,75000,60000,80000,Signed Initials,nogiven,Watercolor  on paper laid down on card,137,Sotheby's New York,"05/06/2015
                ",sold,15.88,19.05
AUTOMNE À ERAGNY,1690000,1000000,1500000,Signed and Dated,1900,Oil / Canvas,197,Sotheby's New York,"05/06/2015
                ",sold,65.41,54.61
"LE LOUVRE, MATIN, PRINTEMPS",1570000,1200000,1800000,Signed and Dated,1902,Oil / Canvas,31,Sotheby's New York,"05/05/2015
                ",sold,53.98,64.77
"PAYSANNES CAUSANT DANS LA COUR D'UNE FERME, ÉRAGNY",4730000,1500000,2500000,Signed and Dated,1889-1902,Oil / Canvas,36,Sotheby's New York,"05/05/2015
                ",sold,65.41,80.01
“Paysanne agenouillée”,2537,1988,2386,Stamped,nogiven,Watercolor and pencil / Paper,23,Versailles Enchères Perrin-Royère-Lajeunesse,"04/12/2015
                ",sold,19.5,16.0
"Paysannes travaillant dans les champs, Pontoise",1831590,331450,464030,Signed and Dated,1881,Gouache  and black chalk / Paper,15,Christie's Paris,"03/25/2015
                ",sold,49.7,32.2
Quatre baigneuses discutant au bord de l'eau,479280,397740,530320,Signed and Dated,1895,Oil / Canvas,29,Christie's Paris,"03/24/2015
                ",sold,27.2,35.4
"Le pré à Éragny, été, soleil, fin d'après-midi",3074110,2476000,3404500,Signed and Dated,1901,Oil / Canvas,12,"Christie's London, King Street","02/04/2015
                ",sold,81.3,65.3
"TERRE LABOURÉE EN HIVER, AVEC UN HOMME PORTANT UN FAGOT",639120,386880,541630,Signed and Dated,1877,Oil / Canvas,343,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,46.5,38.9
VUE SUR LE VILLAGE D'OSNY,0,2321250,3095000,Signed and Dated,1883,Oil / Canvas,31,"Sotheby's London, New Bond Street","02/03/2015
                ",sold,73.0,60.0
MAISON DE PAYSANS,2978940,2321250,3095000,Signed and Dated,1892,Oil / Canvas,51,"Sotheby's London, New Bond Street","02/03/2015
                ",sold,73.0,59.5
"""Paysanne agenouillée""",0,2651,3977,Signed Lower Right,1882,Watercolor and pencil / Paper,62,Versailles Enchères Perrin-Royère-Lajeunesse,"12/07/2014
                ",sold,19.5,16.0
Scène villageoise. Ca. 1854-55,0,85580,128360,Unavailable,nogiven,Oil / Canvas,3207,"Galerie Koller, AG, Zurich","12/05/2014
                ",sold,30.5,23.5
"ERAGNY, LE SOIR - 1890",0,19890,26520,Unavailable,1890,Watercolor and pencil / Paper,177,Artcurial,"12/02/2014
                ",sold,12.6,17.6
"TERRAIN LABOURE, ERAGNY - 1888",0,39770,53030,Signed Lower Left,1888,Watercolor and pencil / Paper,178,Artcurial,"12/02/2014
                ",sold,29.4,22.7
PAYSAGE A HEBECOURT - 1890,0,26520,33150,Signed Lower Right,1890,Watercolor and pencil / Paper,180,Artcurial,"12/02/2014
                ",sold,22.0,13.0
PAYSAGE DE BAZINCOURT - 1890,0,19890,26520,Signed and Dated,18900,Watercolor / Paper,181,Artcurial,"12/02/2014
                ",sold,26.8,21.4
LA RECOLTE A AUVERS  DEUX OIES ,21560,10610,15910,Signed Monogram,nogiven,Watercolor and pencil / Paper,182,Artcurial,"12/02/2014
                ",sold,19.5,12.5
FEMME DE PROFIL PENCHEE  HOMME A LA HOUE ,14370,9280,11930,Stamped,nogiven,Watercolor and gouache  and charcoal / Paper,183,Artcurial,"12/02/2014
                ",sold,8.9,15.6
Baigneuses s'essuyant au bord de l'eau,181850,0,85580,Signed Lower Right,nogiven,Gouache / Paper,22,Galerie Fischer Auktionen AG,"11/26/2014-11/28/2014
                ",sold,15.2,24.7
FOIRE DE LA SAINT-MARTIN À PONTOISE,27500,8000,12000,Signed and Titled,1872,Watercolor  and black chalk on paper laid down on paper,419,Sotheby's New York,"11/21/2014-11/23/2014
                ",sold,23.19,18.11
PAYSANNE ASSISE ET CHÈVRE,2461000,1000000,1500000,Signed and Dated,1984,Oil / Canvas,29,Sotheby's New York,"11/10/2014
                ",sold,73.66,59.69
ÉTUDE POUR LES ENFANTS DE L'ARTISTE,185000,100000,150000,Signed,1883,Watercolor and gouache / Paper on board,42,Sotheby's New York,"11/10/2014
                ",sold,27.31,21.92
Bergères,50000,40000,60000,Stamped,1887,Watercolor and gouache  with conte crayon / Paper,109,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,33.99,51.13
All Saints' Church,545000,200000,300000,Signed Lower Left,nogiven,Gouache / Paper,132,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,22.86,18.42
"L'Anse des Pilotes et le brise-lames est, Le Havre",0,1000000,1500000,Signed and Dated,1903,Oil / Canvas,325,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,55.25,46.36
"Chemin de Pontoise, Auvers-sur-Oise",701000,600000,900000,Signed and Dated,1876,Oil / Canvas,399,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,37.8,46.36
Study of Street Figures,6250,5000,7000,Signed Initials,nogiven,Watercolor and pencil  with wash / Paper,17,Doyle New York,"11/05/2014
                ",sold,17.48,25.73
Laveuse dans le jardin d'Eragny,1685000,1400000,1800000,Signed and Dated,1899,Oil / Canvas,18,"Christie's New York, Rockefeller Center","11/05/2014
                ",sold,73.03,60.02
"VUE DE BAZINCOURT, BROUILLARD",293000,250000,350000,Signed Initials,1895,Oil / Canvas,168,Sotheby's New York,"11/05/2014
                ",sold,41.28,33.02
LE CHOU À PONTOISE,0,1200000,1800000,Signed and Dated,1882,Oil / Canvas,9,Sotheby's New York,"11/04/2014
                ",sold,92.08,73.36
"PETITE BONNE FLAMANDE DITE ""LA ROSA""",785000,700000,900000,Signed and Dated,1896,Oil / Canvas,15,Sotheby's New York,"11/04/2014
                ",sold,45.09,54.61
Le village à travers les arbres,0,700000,900000,Signed Lower Left,nogiven,Oil / Canvas,31,Bonhams New York,"11/04/2014
                ",sold,45.72,55.25
"Les près à Eragny, 1889",29170,15910,19890,Signed Lower Right,1889,Watercolor / Paper,84,Hotel Des Ventes De Monte-Carlo,"07/26/2014
                ",sold,28.0,22.0
Bords de la Seine à Bougival,0,386880,541630,Signed and Dated,1871,Oil / Canvas,377,"Christie's London, King Street","06/25/2014
                ",sold,40.0,27.0
Les laveuses à Éragny,0,773750,1083250,Stamped,1901,Oil / Canvas,43,"Christie's London, King Street","06/24/2014
                ",sold,92.4,73.4
PAYSAGE À ERAGNY,42560,38690,54160,Inscribed and Signed,nogiven,Watercolor and pencil / Paper,368,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,25.4,17.5
JEUNES PAYSANNES CAUSANT,0,92850,123800,Stamped,1884,Pastel  and charcoal / Paper,374,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,42.3,58.5
PAYSANNE ASSISE,46430,18570,27860,Signed Lower Left,1890,Pastel  and charcoal / Paper,375,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,30.7,23.9
"EFFET DE PLUIE AU VALHERMEIL, AUVERS-SUR-OISE",0,278550,386880,Signed and Dated,1981,Oil / Canvas,385,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,46.4,38.8
"JEANNE PISSARRO  ASSISE AU JARDIN, PONTOISE",0,2321250,3868750,Signed Initials,1872,Oil / Canvas,18,"Sotheby's London, New Bond Street","06/23/2014
                ",sold,60.0,73.0
LA SEINE À BOUGIVAL,0,2166500,2785500,Signed and Dated,1871,Oil / Canvas,38,"Sotheby's London, New Bond Street","06/23/2014
                ",sold,59.7,43.5
"CHEVAL BLANC DANS UN PRÉ, L'HERMITAGE, PONTOISE",1396620,928500,1238000,Signed and Dated,1872,Oil / Canvas,40,"Sotheby's London, New Bond Street","06/23/2014
                ",sold,55.0,46.5
MARCHÉ À LA VOLAILLE À GISORS,1025220,619000,928500,Signed,1890,Gouache  and pastel / Linen,43,"Sotheby's London, New Bond Street","06/23/2014
                ",sold,38.5,46.0
"""Les coteaux de la vallée de l'Oise"", vers 1867-1868",0,13260,15910,Stamped,nogiven,Watercolor / Paper,35,Mirabaud & Mercier (form. Audap & Mirabaud,"06/04/2014
                ",sold,29.0,21.0
ENTREE DU PORT DU HAVRE ET LE BRISE-LAMES OUEST,0,397740,464030,Signed and Dated,1903,Oil / Canvas,29,Artcurial,"06/03/2014
                ",sold,34.5,23.5
Paysage à Gisors,0,15910,19890,Inscribed and Signed,1887,Watercolor  over chalk / Paper,244,Grisebach,"05/28/2014
                ",sold,25.4,17.15
"ÉVENTAIL: FOIRE DE LA SAINT-MARTIN, PONTOISE",389000,200000,300000,Signed and Dated,1881,Gouache / Silk,154,Sotheby's New York,"05/08/2014
                ",sold,32.39,27.94
LES VENDANGES,425000,350000,550000,Signed Lower Left,1880,Gouache / Vellum,211,Sotheby's New York,"05/08/2014
                ",sold,56.52,27.94
"BERGER ET MOUTONS, ÉRAGNY",173000,75000,100000,Signed and Dated,1889,Pastel  and charcoal / Paper,212,Sotheby's New York,"05/08/2014
                ",sold,32.08,24.13
LA MÈRE DE L'ARTISTE AU LIT,34380,18000,25000,Signed Initials,1889,Watercolor  and chalk / Paper,257,Sotheby's New York,"05/08/2014
                ",sold,29.21,22.56
"LA SEINE À ROUEN, PONT DE BOIELDIEU",0,800000,1200000,Signed and Dated,1896,Oil / Canvas,67,Sotheby's New York,"05/07/2014
                ",sold,65.1,53.98
"South Norwood, étude",545000,400000,600000,Stamped,1871,Oil / Canvas,210,"Christie's New York, Rockefeller Center","05/07/2014
                ",sold,50.5,40.34
Le quai du Pothuis à Pontoise,845000,700000,1000000,Signed and Dated,1876,Oil / Canvas,51,"Christie's New York, Rockefeller Center","05/06/2014
                ",sold,55.58,46.05
Le lavoir de Bazincourt,2517000,1000000,1500000,Signed and Dated,1884,Oil / Canvas,54,"Christie's New York, Rockefeller Center","05/06/2014
                ",sold,54.31,65.1
"Femme poussant une brouette, Eragny",1985390,795480,1060640,Signed and Dated,1890,Oil / Canvas,7,Christie's Paris,"03/25/2014
                ",sold,41.0,33.0
Baigneuses assises au bord d'une rivière,280410,265160,397740,Signed and Dated,1901,Gouache / Cardboard,23,Christie's Paris,"03/25/2014
                ",sold,26.0,19.5
Quatre hommes conversant,17500,5000,8000,Stamped,1875-80,"Watercolor  , pen and brown ink and pencil / Paper",68,"Christie's New York, Rockefeller Center","03/04/2014-03/05/2014
                ",sold,19.69,11.76
PAYSAN SE REPOSANT DANS L'HERBE,8500,12000,15000,Signed Initials,nogiven,Watercolor / Paper,1167,Sloans and Kenyon,"02/08/2014-02/09/2014
                ",sold,20.32,11.43
COIN DU JARDIN À ERAGNY,282420,185700,278550,Signed Lower Left,nogiven,Oil / Canvas,227,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,46.5,38.5
RÉGATES DANS LE PORT DU HAVRE,133860,108330,139280,Stamped,nogiven,Oil / Canvas,500,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,19.0,15.5
PAYSAGE AVEC TROUPEAU DE MOUTONS ET MEULES,54160,46430,61900,Signed Lower Right,nogiven,Oil / Panel,506,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,18.5,9.9
"LE BOULEVARD MONTMARTRE, MATINÉE DE PRINTEMPS",30458670,10832500,15475000,Signed Lower Left,1897,Oil / Canvas,43,"Sotheby's London, New Bond Street","02/05/2014
                ",sold,81.0,65.0
LA CUEILLETTE DES POMMES,3594070,3095000,4642500,Signed and Dated,1881,Oil / Canvas,25,"Christie's London, King Street","02/04/2014
                ",sold,54.3,64.8
Paysage du midi,0,18000,25000,Stamped,nogiven,Watercolor and pencil / Paper on board,28,Matsart Auctioneers & Appraisers,"01/21/2014
                ",sold,12.0,15.0
"Winterlandscape, ca.",23860,19890,0,Signed Lower Left,1890,Pastel / Paper,1000,Nagel Auktionen,"12/04/2013
                ",sold,28.5,20.6
Paysage avec trois paysans. 1891,0,374400,481370,Signed and Dated,1891,Gouache / Paper,3205,"Galerie Koller, AG, Zurich","12/04/2013-12/07/2013
                ",sold,24.0,31.0
Eragny - matin. 1889,38510,42790,64180,Signed and Dated,1889,Watercolor / Paper on board,3213,"Galerie Koller, AG, Zurich","12/04/2013-12/07/2013
                ",sold,29.5,22.8
Les baigneuses,0,79550,106060,Signed Initials,nogiven,Gouache  and chalk / Paper,3,Christie's Paris,"12/03/2013
                ",sold,24.8,34.3
Jardin à Éragny,248590,265160,397740,Stamped,nogiven,Oil / Canvas,24,Christie's Paris,"12/03/2013
                ",sold,80.5,65.0
Les dunes de Knokke,331450,331450,397740,Stamped,nogiven,Oil / Canvas,37,Louiza Auktion & Associés,"11/30/2013
                ",sold,81.0,65.0
"Kensington Gardens, London",43750,30000,50000,Stamped,1890,Watercolor / Paper,63044,Heritage Auctions,"11/08/2013
                ",sold,25.4,16.51
La ferme à Châtillon-sur-Seine,46880,30000,50000,Signed and Dated,1884,Watercolor  with wash and charcoal / Paper,63045,Heritage Auctions,"11/08/2013
                ",sold,30.48,24.13
PAYSAGE AVEC UNE VACHÈRE,0,400000,600000,Signed Lower Right,1872,Oil / Canvas,363,Sotheby's New York,"11/07/2013
                ",sold,46.36,33.02
PRAIRIE À ÉRAGNY,4253000,2500000,3500000,Signed and Dated,1886,Oil / Canvas,35,Sotheby's New York,"11/06/2013
                ",sold,73.36,62.23
BORDS DU LOING À MORET,1745000,1000000,1500000,Signed and Dated,1901,Oil / Canvas,39,Sotheby's New York,"11/06/2013
                ",sold,55.25,46.05
"LES COTEAUX DE THIERCEVILLE, MEULES, BERGER ET TROUPEAU",2045000,2000000,3000000,Inscribed,1897,Oil / Canvas,42,Sotheby's New York,"11/06/2013
                ",sold,92.08,73.36
"LA MAISON DES ANGLAIS, ÉRAGNY",1109000,400000,600000,Signed Lower Left,1902,Oil / Canvas,44,Sotheby's New York,"11/06/2013
                ",sold,33.35,40.97
"CRUE DE LA SEINE, PONT BOIELDIEU, ROUEN",2405000,1500000,2000000,Signed and Dated,1896,Oil / Canvas,58,Sotheby's New York,"11/06/2013
                ",sold,66.04,54.61
Femme raccommodant des bas,347000,100000,150000,Signed and Dated,1881,Gouache / Paper,141,"Christie's New York, Rockefeller Center","11/06/2013
                ",sold,25.1,31.45
La foire de Gisors,893000,400000,600000,Signed and Dated,1889,Gouache  over pencil / Silk,149,"Christie's New York, Rockefeller Center","11/06/2013
                ",sold,24.13,30.48
"Le jardin de Maubuisson, Pontoise, la mère Bellette",1805000,1500000,2000000,Signed and Dated,1882,Oil / Canvas,23,Bonhams New York,"11/05/2013
                ",sold,65.74,54.46
"Paysage avec maisons et mur de clôture, givre et brume, Eragny",965000,800000,1200000,Signed and Dated,1892,Oil / Canvas,44,"Christie's New York, Rockefeller Center","11/05/2013
                ",sold,54.94,46.05
LA FOIRE DE SAINT-MARTIN A PONTOISE,34440,33150,46400,Signed and Titled,nogiven,Watercolor and pencil / Paper,4,Artcurial,"10/30/2013
                ",sold,18.8,15.2
AU PARC,28130,25000,35000,Stamped,1882,Watercolor and pencil  with conte crayon / Paper,3,Sotheby's New York,"10/09/2013
                ",sold,21.92,16.51
"""Paysanne""",5940,3000,5000,Signed Initials,1883,Watercolor and pencil / Paper,5,Dallas Auction Gallery,"10/02/2013
                ",sold,8.89,15.24
"""Paysage du midi""",13750,6000,8000,Stamped,nogiven,Watercolor and pencil / Paper on board,9,Dallas Auction Gallery,"10/02/2013
                ",sold,12.07,15.88
PAYSAN SE REPOSANT DANS L'HERBE,0,15000,20000,Signed Initials,nogiven,Watercolor / Paper,1407,Sloans and Kenyon,"09/20/2013-09/22/2013
                ",sold,20.32,11.43
EFFET DE NEIGE À MONTFOUCAULT,1037810,939900,1253200,Signed Lower Right,1874,Oil / Canvas,40,"Sotheby's London, New Bond Street","06/19/2013
                ",sold,55.5,46.0
"L'ÉTANG AU SOLEIL COUCHANT, MONTFOUCAULT",0,1253200,1879800,Signed and Dated,1874,Oil / Canvas,59,"Sotheby's London, New Bond Street","06/19/2013
                ",sold,65.5,53.5
Les Sarcleurs. 1882.,0,379790,488300,Signed and Dated,1882,Gouache / Silk,3212,"Galerie Koller, AG, Zurich","06/19/2013-06/22/2013
                ",sold,30.0,20.0
Un clos à Varengeville avec vache. 1899,0,759570,1085100,Signed and Dated,1899,Oil / Canvas,3235,"Galerie Koller, AG, Zurich","06/19/2013-06/22/2013
                ",sold,56.0,47.0
"Le Pré à Éragny avec meule, circa 1899",76980,66370,79640,Signed Lower Right,1899,Oil / Panel,20,Boisgirard-Antonini (Paris),"06/12/2013
                ",sold,7.0,9.0
LA FOIRE DE SAINT-MARTIN A PONTOISE,0,32560,45590,Signed Lower Right,1880,Watercolor and pencil / Paper,77,Artcurial,"06/04/2013
                ",sold,18.8,15.2
Louveciennes,183750,150000,200000,Stamped,1870,Oil / Canvas,225,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,30.18,43.18
Vacheur dans un pré à Eragny,0,300000,500000,Signed and Dated,1890,Oil / Canvas,277,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,46.36,38.43
"MAISONS SUR UN COTEAU, HIVER, ENVIRONS DE LOUVECIENNES",1083750,1000000,1500000,Signed Lower Right,1872,Oil / Canvas,5,"Christie's New York, Rockefeller Center","05/08/2013
                ",sold,46.05,32.39
"LE RELAIS DE POSTE, ROUTE DE VERSAILLES, LOUVECIENNES, NEIGE",2139750,1800000,2500000,Signed Lower Left,1872,Oil / Canvas,16,"Christie's New York, Rockefeller Center","05/08/2013
                ",sold,46.36,32.72
L'ENFANT AU TAMBOUR,1915750,1500000,2500000,Signed Lower Right,1877,Oil / Canvas,18,"Christie's New York, Rockefeller Center","05/08/2013
                ",sold,46.05,55.25
BORDS DE L'EPTE À ÉRAGNY,281000,200000,300000,Signed Initials,1886,Oil / Panel,137,Sotheby's New York,"05/08/2013
                ",sold,23.83,15.57
LA MÈRE DE L'ARTISTE AU LIT,0,40000,60000,Stamped,1889,Watercolor  and chalk / Paper,159,Sotheby's New York,"05/08/2013
                ",sold,29.21,22.56
AU VIGNES,6250,8000,12000,Stamped,1883,Watercolor and pencil / Paper,162,Sotheby's New York,"05/08/2013
                ",sold,18.11,22.86
"MARCHÉ AUX POISSONS, DIEPPE",18750,15000,20000,Stamped,1901,Watercolor  and charcoal / Paper,163,Sotheby's New York,"05/08/2013
                ",sold,20.02,25.4
"LA MAISON RONDEST ET SON JARDIN À L'HERMITAGE, PONTOISE",1805000,700000,900000,Signed and Dated,1878,Oil / Canvas,255,Sotheby's New York,"05/08/2013
                ",sold,65.41,54.94
FENAISON,581000,250000,350000,Signed Lower Right,1901,Gouache  and charcoal / Paper,1,Sotheby's New York,"05/07/2013
                ",sold,25.4,19.05
"Tête de jeune-fille de profil dite ""la Rosa""",1681030,232760,284480,Signed and Dated,1896,Oil / Canvas,118,Thierry de Maigret,"03/20/2013
                ",sold,46.0,55.0
AU PARC,31250,25000,35000,Stamped,1882,Watercolor  and conte crayon over pencil / Paper,6,Sotheby's New York,"03/13/2013
                ",sold,21.92,16.51
Bord de rivière,80870,62630,93940,Signed and Dated,1893,Oil / Panel,431,"Christie's London, King Street","02/07/2013
                ",sold,25.6,7.0
"LA MAISON RONDEST SOUS LA NEIGE, PONTOISE OR CHEMIN DE L'HERMITAGE, PONTOISE, SOUS LA NEIGE",998490,471840,786400,Signed Lower Left,1875,Oil / Canvas,140,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,39.0,46.4
"USINE À SAINT-OUEN-L'AUMÔNE, LA CRUE DE L'OISE",0,314560,471840,Signed and Dated,1873,Oil / Canvas,161,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,56.0,38.0
"LE GRAND NOYER À ERAGNY, AUTOMNE",681420,471840,629120,Stamped,1890,Oil / Canvas,323,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,45.7,38.7
LA MAISON DE PIETTE À MONTFOUCAULT,0,550480,707760,Signed and Dated,1874,Oil / Canvas,371,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,55.6,45.8
Falaises aux Petites-Dalles,256610,235790,314380,Signed and Dated,1883,Oil / Canvas,11,Bonhams Bond Street,"02/05/2013
                ",sold,65.4,53.9
LA SEINE À PORT-MARLY,1438050,628760,943140,Signed Lower Right,1872,Oil / Canvas,17,"Sotheby's London, New Bond Street","02/05/2013
                ",sold,46.5,35.5
Fenaison à Eragny,105290,63170,72390,Signed and Dated,1893,Watercolor and gouache / Silk,42,Mirabaud & Mercier (form. Audap & Mirabaud,"12/17/2012
                ",sold,65.0,33.0
PAYSAGE D'AUTOMNE,4653,3877,4523,Signed,1968,Watercolor / Paper,23,Eric Pillon Encheres,"12/09/2012
                ",sold,21.0,13.0
"Le grand noyer dans le pré, Éragny",903590,414850,492630,Signed and Dated,1885,Oil / Canvas,13,Christie's Paris,"11/28/2012
                ",sold,46.0,38.2
Scène villageoise,40000,25000,35000,Unavailable,1854-1855,Oil  and pencil / Canvas,315,"Christie's New York, Rockefeller Center","11/08/2012
                ",sold,30.48,23.83
"Gardeuse de vaches, Eragny",662500,700000,1000000,Signed and Dated,1887,Gouache / Paper on board,8,"Christie's New York, Rockefeller Center","11/07/2012
                ",sold,64.77,53.98
Hameau aux environs de Pontoise,4394500,3000000,4000000,Signed and Dated,1872,Oil / Canvas,10,"Christie's New York, Rockefeller Center","11/07/2012
                ",sold,73.99,53.98
"Le pré avec cheval gris, Eragny",1650500,1400000,2200000,Signed and Dated,1893,Oil / Canvas,17,"Christie's New York, Rockefeller Center","11/07/2012
                ",sold,65.41,53.98
"Pommiers et faneuses, Eragny",4226500,2500000,3500000,Signed and Dated,1895,Oil / Canvas,43,"Christie's New York, Rockefeller Center","11/07/2012
                ",sold,73.66,59.06
La servante assise dans le jardin d'Eragny,0,2000000,3000000,Signed and Dated,1884,Oil / Canvas,44,"Christie's New York, Rockefeller Center","11/07/2012
                ",sold,74.93,59.06
"LES COTEAUX DE GISORS, TEMPS GRIS",398500,250000,350000,Signed and Dated,1885,Oil / Canvas,178,Sotheby's New York,"11/07/2012
                ",sold,54.94,46.05
ROUTE À LOUVECIENNES,0,200000,300000,Stamped,1870,Oil / Canvas,380,Sotheby's New York,"11/07/2012
                ",sold,30.18,44.15
LES QUAIS À ROUEN,43750,30000,40000,Inscribed and Signed,nogiven,Watercolor  and black crayon / Paper,393,Sotheby's New York,"11/07/2012
                ",sold,22.23,28.91
LA JEUNE FEMME AU CHAPEAU FLEURI,0,18000,25000,Signed Lower Left,nogiven,Watercolor / Paper,395,Sotheby's New York,"11/07/2012
                ",sold,31.75,49.23
L'église de Knokke,16250,15000,25000,Stamped,1894,Watercolor and gouache / Paper,64018,Heritage Auctions,"10/23/2012
                ",sold,21.08,25.91
MARCHÉ,15000,8000,12000,Stamped,nogiven,Watercolor and pencil  with charcoal / Paper,1,Sotheby's New York,"10/04/2012
                ",sold,22.56,28.91
MARCHÉ,0,30000,40000,Signed Initials,nogiven,Watercolor and gouache  over pencil / Paper,5,Sotheby's New York,"10/04/2012
                ",sold,28.45,25.1
Jardin à Éragny,492590,471750,786250,Signed Initials,1893,Oil / Canvas,306,"Christie's London, King Street","06/21/2012
                ",sold,80.5,65.0
Bords de l'Oise à Auvers-sur-Oise,1259750,1098370,1569100,Signed and Dated,1878,Oil / Canvas,21,"Christie's London, King Street","06/20/2012
                ",sold,65.4,54.2
JEUNE PAYSANNE SE COIFFANT,143180,109840,141220,Signed and Dated,1891,Gouache / Paper,174,"Sotheby's London, New Bond Street","06/20/2012
                ",sold,25.1,32.7
L'ALLÉE DU JARDIN D'ERAGNY,340890,156910,235370,Stamped,1899,Oil / Panel,348,"Sotheby's London, New Bond Street","06/20/2012
                ",sold,23.5,15.7
